frequency,words
191642,يجبب
11691,استعداد
142613,مناسب
95133,شغال
95309,شق
21172,التعبان
175506,وصل
79817,حميات
79573,حلوان
155367,واتحط
163201,والمستشفي
141399,مقلوبه
102841,علاء
88749,زمانه
6913,اتصل
46982,بالسلطات
177870,وقالهم
8363,احجزوهم
103583,عندكم
149122,نعمه
38035,الهلع
22773,الحاصل
147123,نتيجه
58756,بنسمع
161801,والعزل
158283,والاجراءات
35744,المفترض
64091,تتعمل
6071,ابعاد
176577,وعزل
80712,خالطوا
13243,اصابه
190120,يبدو
91731,سليم
125432,للفيروس
172178,ود
50641,بتطبقه
178839,وكندا
172547,ودول
63018,تانيه
50538,بتشمل
33728,المحتمل
13227,اصابتهم
20600,التحرك
156052,واختلاطهم
47372,بالعامه
182769,وممكن
14800,اغلاق
34002,المدارس
160015,والجامعات
68601,تصل
118291,لاغلاق
22954,الحدود
98355,ضروره
73663,توفر
123486,للاشخاص
33739,المحجور
169338,وتقديم
23788,الخدمات
28092,الضروريه
148845,نظام
63611,تتبع
140180,معروف
130912,ماشي
89562,ساكن
134621,مجال
57046,بلاقي
145394,مين
147265,نجي
148505,نشوف
39657,امكانيه
68935,تطبيق
22732,الحاجه
19045,الاول
80184,حيجي
113111,كاميرات
78274,حراريه
53664,بروتوكول
18546,الامم
61243,بيطلب
194463,يسلم
187034,ويطايب
160167,والجيران
160632,والدفعه
158629,والاصحاب
45493,بالاصل
19770,البشير
17543,الاستيعابيه
55829,بعيد
34096,المدنيين
123159,لكل
9399,اخلاءه
110534,قاعده
100782,عالقه
160593,والدتها
94725,شرطه
153387,هم
110594,قالوا
93736,شء
187066,ويطلعونهم
7275,اتمني
20624,التحفظ
185182,ووضعهم
121816,لسلامتهم
172570,ودوهم
97654,صلبوخ
11125,اسابيع
20405,التاكد
79242,حقهم
193429,يرجعون
99781,طيبين
79281,حقيقه
134108,متقدمه
15194,افضل
56675,بكثير
75920,جلسو
87243,رفضت
29581,العوده
56995,بلادها
118761,لانها
80832,خايفه
72851,تنقل
123848,للبلدها
94048,شان
104967,غيرهم
192500,يحميهم
186204,ويحمينا
116815,لابد
78020,حجز
35230,المضيفين
99639,طوال
69714,تعقيمهم
75882,جلبوه
193377,يرتدونه
112834,كافه
30163,الفحوصات
20578,التحاليل
28300,الطبيه
32158,اللازمه
82083,خلوهم
164874,وانهم
77543,حاملين
9507,اخوك
111323,قريب
183735,ونسال
40167,انتشر
195273,يضر
95000,شعب
113095,كامل
185962,ويجب
97021,صحتهم
171443,وحقيقه
16772,الاجلاء
133252,متاخر
100884,عالمي
163346,والمضيفين
169073,وتعقيمهم
99474,طلعو
9178,اخدو
96647,صاحبو
171368,وحطوه
6473,اتاكدت
77462,حالتو
166492,وبكدا
139907,معاه
178517,وكانو
192225,يحسبو
39233,امان
40894,انصاب
96648,صاحبي
81683,خطر
118776,لانو
35666,المغربيه
110622,قامت
23253,الحق
8647,احق
196685,يقال
107275,فراه
81561,خصك
55669,بعظمتها
110561,قالت
127177,لمواطنيها
55883,بغا
193412,يرجع
192828,يخلص
114995,كما
144574,موضح
107967,فصوره
27191,الشكر
124832,للسلطات
155602,واجبهم
63244,تبدو
144258,موبوء
66056,تدخل
100223,عادت
24457,الدفعه
17727,الاشقاء
26209,السعوديين
134382,متواجدين
57815,بمدينه
184495,وهان
122157,لضمان
30734,القاتل
67923,تسيير
86713,رحله
9298,اخري
17056,الاخوه
141606,مكتظه
46964,بالسكان
27693,الصرف
49655,بتاعه
29459,العمومي
13738,اطراف
22465,الجمهوريه
12803,اشتباه
106350,فاي
91225,سفر
151961,هاله
58518,بنت
32483,اللوا
152487,هتضيعنا
31948,الكوكب
43013,ايدينا
192367,يحفظنا
182627,ومكروه
191758,يجعلهم
80743,خاليين
191775,يجلسون
15757,اقلها
120228,لتصيبهم
48877,بامراض
71059,تقودهم
147449,نحو
36871,الموت
195304,يضطر
23317,الحكومات
6660,اتخاذ
65987,تدابير
97123,صحيه
51276,بتنفيذ
19984,البلدان
157898,واقامه
136016,مخيمات
48187,بالمرضي
137479,مساع
77961,حثيثه
118968,لايجاد
102869,علاجات
91010,سريعه
125501,للقضاء
71797,تلك
18097,الافلام
136485,مر
97304,صدورها
173142,ورغم
38211,الواجهه
10791,اروقه
144192,مواقع
21728,التواصل
16746,الاجتماعي
87618,روادها
44177,باجراء
141010,مقارنات
104530,غريبه
8384,احداثها
71089,تقوم
126084,للملايين
169877,وتنفيذ
122370,لعدد
136298,مدنها
86117,راسها
126605,لمحاصره
25228,الرعب
28921,العديد
57189,بلدان
64741,تجلي
168082,وتدخلهم
175964,وطبيب
100057,عاءد
28991,العربيه
19020,الاوضاع
34089,المدن
36620,المنكوبه
59549,بوباء
130743,ماساويه
197939,يموت
16019,اكثر
186908,ويصاب
58272,بمنضده
178810,وكمامات
170679,وجهاز
114348,كشف
194089,يستعد
89768,ساهل
45308,بالاجلاء
184709,وهل
121434,لدينا
23746,الخبره
148225,نسقنا
17216,الاردنيين
75161,جبناهم
161780,والعرب
158912,والان
26570,السوداني
18575,الامور
99778,طيبه
103602,عندنا
103614,عندهم
100086,عاءله
171112,وحده
183104,وموجودين
103621,عندي
89169,سءال
135606,محيرني
10948,اززاي
50814,بتعنا
10949,اززي
119501,لبس
158043,واقي
15922,اكتر
77434,حالات
6817,اتسجلت
14139,اعتقد
16863,الاحتياط
101112,عايزه
64873,تجيبي
13715,اطباء
58027,بمطروح
14543,اعلانهم
157330,واضح
186650,ويستحسن
73976,تيجيبيهم
137783,مستشفيات
23466,الحميات
61345,بيعرفو
191017,يتعاملو
22812,الحالات
41499,انما
68781,تضحكو
116712,لاء
134898,مجهزه
127033,لمكافحه
168795,وتضم
87147,رعايه
137036,مركزه
185887,ويتم
69713,تعقيمها
45271,بالابخره
155704,واجهزه
21225,التعقيم
51549,بجانب
20564,التجهيزات
140317,معقم
26677,السياره
90098,ستتحرك
87056,رصد
36849,الموانء
37699,النهريه
19696,البريه
144688,موقع
127504,لنقل
192707,يخربيت
32904,المبالغه
39018,ال٢١
29074,العزله
34332,المركزه
122724,لفحص
100023,ظهور
74229,ثبوت
106094,فالمريض
154277,هيترك
154502,هيشوف
136361,مدينته
63015,تاني
133950,متعرفش
59608,بوجود
11132,اساسا
29764,الغذاء
24588,الدواء
134444,متوفر
158575,والاسعار
74172,ثابته
97444,صعب
65277,تحصل
138393,مسيطر
149321,نفسه
15887,اكبر
110934,قدرتهم
131243,مافيش
102859,علاج
8441,احراءات
17580,الاسطوري
9809,ادلع
155650,واجري
189064,يارمان
168922,وتعالي
78017,حجري
138086,مسخره
37532,النظم
30031,الفاشيه
33109,المتخلفه
38604,الوقت
84795,دول
102559,عظمي
103815,عوده
147198,نجد
66684,ترسل
98651,طاءره
149394,نفقاتها
94044,شامله
172078,وخلوهم
103727,عهد
24885,الرءيس
26726,السيسي
149523,نقدر
139104,مصربتتغير
123556,للافضل
158449,والارتقاء
42620,اولوياته
81097,خدبالك
51090,بتكون
47109,بالشكل
47215,بالصوره
133545,متخيل
22717,الحاءط
17062,الاخير
192490,يحمي
66326,تذكروا
78960,حضره
131392,ماكرون
33573,المجرم
151303,هاش
97058,صحه
89179,سءالي
61059,بيسوون
79693,حمايه
80207,حيخلعوا
96237,شيء
187325,ويفحصوهم
187361,ويفغصيوهم
128465,ليش
25188,الرش
82750,دا
12184,استوعبته
134483,متي
150008,نمنع
127719,لهناك
178183,وقفت
28505,الطيران
59148,بنينا
77153,حاج
81501,خش
70430,تفضل
86796,رد
108190,فعل
30636,الفيرس
93923,شاف
140311,معقده
76002,جماعه
192430,يحلف
138885,مصاب
98520,ضميره
56557,بقي
95955,شهرين
117237,لاتطلعوهم
8301,احتياط
75198,جت
152314,هتبقي
152513,هتعرف
68924,تطبق
158202,والا
154469,هيساعدوها
197433,يلتفو
47672,بالفيرس
180169,ولنا
31181,القنابل
101336,عبره
111471,قصروا
166363,وبعدين
23384,الحلوه
111194,قررت
64851,تجيب
148672,نصيبنا
44718,باستقبالها
11185,اساليب
185127,ووساءل
52715,بدلا
148032,نسافر
183458,ونتعب
29087,العزيزه
66097,تدرك
129461,مابش
8712,احلي
18758,الانسان
56994,بلاده
13952,اظهرت
122968,لقطات
51485,بثتها
112036,قناه
14897,اف
21519,التلفزيونيه
175651,وصول
70953,تقل
107556,فرنسيا
165021,واوروبيا
110380,قادمه
76838,جويه
43137,ايستر
51702,بجنوب
36817,المواطنون
30251,الفرنسيين
107819,فسيسافرون
42386,اوطانهم
78635,حسب
87929,رويترز
19106,الايجابيات
53388,برضه
53783,بريطاني
192417,يحكي
64657,تجربته
53784,بريطانيا
149625,نقله
26329,السلام
22581,الجو
22477,الجميل
189954,ياوزيرنا
36099,الملاحظ
137399,مسءولين
22162,الجحر
131989,ماهمهم
187314,ويفتقدون
125867,للمسءوليات
36375,المناطه
196021,يعقل
144626,موظفين
186608,ويس
163002,والمخالط
194977,يصاب
186553,ويروح
186023,ويجي
95114,شعور
48212,بالمسءوليه
23296,الحقيقي
197252,يكفي
65602,تخافوا
31886,الكورورنا
56941,بل
80659,خافوا
79589,حلولي
49652,بتاعكم
144587,موضوع
141767,مكنش
141390,مقلقني
27670,الصراحه
80829,خايف
74462,ثياب
130854,ماشاء
96846,صاير
7647,اجتماعي
12912,اشخاص
123328,للاحتياط
162107,والفحوصات
66789,ترفيه
190252,يبغون
157838,وافضل
82839,دار
123856,للبنات
189622,يالله
91805,سمح
19324,الباقين
77367,حاطينهم
91570,سلامه
111089,قرار
65580,تخاد
71609,تلتزم
105501,فاضي
141267,مقر
125110,للطلبه
55049,بطاءره
48875,بامر
80532,خادم
23055,الحرمين
119246,لايفعل
121965,لشعبه
29230,العظمي
91457,سكن
197028,يقولون
79174,حق
95605,شمال
25441,الرياض
188431,يا
65462,تحمانا
69229,تعافينا
63358,تبعد
103524,عنا
82751,داء
24512,الدلع
141526,مكانهم
129482,مابغت
65848,تخلص
102462,عطست
17483,الاستقبال
95189,شف
98854,طامه
113293,كبري
91290,سفير
121411,لدي
66874,تركي
26222,السفاره
72135,تمكنت
9396,اخلاء
28583,العاءلات
182333,ومعظم
32912,المبتعثين
58730,بنسبه
157769,وافاد
5754,ابانه
195804,يعد
91156,سعودي
56045,بفايروس
164085,والواقعه
140511,معني
86572,رجعت
68840,تضعهم
100009,ظهرت
105805,فالحمدلله
121163,لحياتهم
28299,الطبيعيه
106778,فتكون
79704,حمتهم
19883,البقاء
155803,واحتمال
38926,اليهم
107810,فسيتم
102883,علاجهم
109352,فهناك
95198,شفاءها
139017,مصخره
14963,افتحوا
82062,خلو
71689,تلعب
57516,بلياردو
74412,ثوب
198574,ينقل
192001,يحتاج
63234,تبدا
134455,متوقعا
79394,حكومه
79145,حفظه
6224,ابناءنا
156197,واخواننا
193026,يدرسون
29786,الغربهليعودوا
48608,بالنفع
119600,لبلادهم
44421,باذن
184403,وهءلاء
56141,بفضل
128460,ليسوا
54124,بسجناء
79248,حقوق
101014,عامه
16075,اكرامهم
173128,ورعايتهم
170083,وتوفير
89969,سبل
24942,الراحه
122716,لفتره
126910,لمصلحتهم
182101,ومصلحه
161727,والعباد
188886,ياخد
178812,وكمان
197338,يكونو
6725,اتدربوا
7863,اجلت
144924,ميانمار
29120,العشرات
59815,بوسط
13248,اصابها
31279,القياده
29102,العسكريه
115961,كوريا
22526,الجنوبيه
112132,قوات
67186,تزور
129050,مءخرا
139410,مضيفه
75356,جديد
45427,بالاستعداد
29100,العسكري
116310,كيد
22765,الحاسدين
155268,وابناءنا
40818,انشاء
196135,يعودو
125443,للقاءمين
130082,ماتكلم
22574,الجهود
52954,بذلتها
189036,ياربي
109546,فوق
144635,موعاجبهم
187477,ويقولون
132620,مايكفي
75156,جبناء
76247,جنبك
183043,ومو
131365,ماكتبلك
130567,ماراح
191888,يجيك
164456,وانا
75488,جربت
27353,الشي
9534,اخوي
74627,جاتو
178504,وكان
101124,عايش
139886,معانا
180740,وماكنا
136909,مرضنا
95234,شفايده
162691,واللي
60564,بيحجزوا
61661,بيكون
140098,معدي
142857,منتشر
19096,الايام
85971,راجع
154272,هيتحط
99487,طلعي
13593,اضرب
36240,المليان
153949,هو
23345,الحل
191868,يجيبو
7940,اجهزه
30160,الفحص
172427,ودكاتره
135767,مختصين
55273,بطياره
191142,يتفحصو
106969,فحص
84181,دقيق
195507,يطلعو
11239,اسبوع
190467,يتاكدو
30089,الفايروس
128042,لولا
110913,قدر
177723,وفيات
48398,بالملاين
18944,الاوبءه
102782,عقولهم
90266,ستري
155862,واحذفي
20204,البوست
32209,اللباس
35496,المعروف
100324,عازل
86541,رجال
131245,مافيكم
187844,وينزل
79240,حقه
130888,ماشفت
12099,استهتار
131029,ماعايز
100813,عالم
62937,تالت
111385,قسم
110150,فيهو
172992,ورحمه
166124,وبركاته
94471,شخصاقدم
108563,فلابدمن
106987,فحصه
105283,فاذاكان
138889,مصابافلابد
191327,يتماثل
124943,للشفاء
179508,ولايختلط
187592,ويلبس
119345,لاينقله
122681,لغيره
39968,انانيابالكح
