class,tweet_text
1,القناه 12  المركز الطبي  هيليل يافي   يعزل شخصين في الخضيره للاشتباه باصابتهم بفايروس  كورونا   القناه العبريه الرءيس الاسراءيلي رءوفين ريفلين خلال كلمه البرلمان الالماني  نطالبكم والمجتمع الدولي باسره بالمساعده في استعاده جنودنا وابناءنا المحتجزين لدي حماس في قطاع غزه
0,اعلان مهم  الامارات تعلن عن كافه استعداداتها لدعم اخوانها الايغور المسلمين في الصين ضد النظام الصيني المستبد ضدهم
0,حياتي يبي تعقيم
0,الصين عالخبر قالو في 10 ايام دارت مستشفي ونحن في ليبيا شيك مصدق ياخذ 20  هي توجع لكن ميه ميه   صباح الخير هلنا
0,تكفون بكرا اشتروا كمامات طبيه ومعقم والبسوا ثقيل انتبهوا لنفسكم اهم شي
0,المفروض مايتعدون المطار جاين الصين يعزلونهم الله يحفظنا
0,يابخت اللي عنده مصنع كمامات في الصين
1,طبعا المتوقع حتترفع اسعار الكمامات 95 في الصيدليات بعد خبر وزير الصحه عن وجود حالتين والاشتباه   اصلا_في_ناس_استغلالين_جدا  كورونا
0,الصين       مافيها  اخوات_و_اخوان_ابليس_و_توابعهم
1,كورونا سببه اكل حساء الخفافيش الفءران الكلاب كل حشرات الارض
0,بح انسانيه   لبسي انت كمامه
1,دعواتكم يجماعه قاعده افكر في دواء يمنع انتشار فايروس الكورونا طبعا ماراح انساكم بقول انكم كنتم داعم ليا وكدا
1,الحمدلله اننا في السودان كورونا شنو البتجينا
1,بعد اغلاقها خوفا انتشار  كورونا   ما المدينه الصينيه المحرمه
0,عاجل قاعده الصين تطلق قمر صناعي فريد نوعه حيث يتتبع الهاكر ويغلق الجهاز في اقل 10 ثوان ويعمل بالطاقه الشمسيه مما يعني لا يتعطل ولا يمكن اختراقه لانه مصمم بتكنولوجيا
0,يرجح فيروس الصين حرب امريكيه بوصول الفايروس الصين حرب الامراض طبعا نعرف ان الصين تشكل تهديدا لامريكا ولابد السعوديه وضع المثل ايران  فيروس
0,يقال ان هناك علاقه بين انتشار الفايروس واعلان صفقه القرن  وان الجرثومه انطلقت مختبرات امريكيه ضد الصين
1,كورونا    اللهم حوالينا ولا علينا   كورونا
0,لم يكن في نيتي الحب      لكنك جءت فسحرت عيني    فدق قلبي وتنفس عشقك     الحب وباء نسجت لتكون احتواء بين ادم وحواء    الحاء حنيني اليكي     والباء بدونك لا حياه لقلبي
1,كل ماحدثثت ولا دخلت الاقيهم يتكلمون عن الكورونا شكل الوضع صدق متازم ويخوف الله يكفينا الشر
1,نصر الله انتقامه قادم لشعب  الروهينغا باذنه الواحد الاحد بعد خذلان الامه الاسلامه كافه لما كان يحصل   كورونا ان ينصركم الله فلا غالب لكم يخذلكم فمن ينصركم بعده وعلي الله فليتوكل المءمنون
0,بنات نقط نسفره الصين   قاذف_بنات_نجران
1,ڤايروس كورونا كارثه   خطر عالبشريه  يقتل ابرياء  وين ما يروح يخرب  والنوب محد يفتهمه شيريد   ذكرني بواحد بالعراق   علي كولت ايمن
0,تنسيق المواقف الله وكبر الصين الشعبيه العربيه انته تبحث عن حل يخرجك الشبك ال سعود عرفوك حجمك وقدرك ايها المتامرين علي العرب واوطانهم
1,كورونا الله يكفي امه محمد صلي الله عليه وسلم  شر الوباء
1,فيروس_كورونا   اللهم_امين
1,بعد انتشار  فيروس_كورونا_الجديد في الصين وموت 25 شخص واصابه 800 شخص تقريبا قررت هاتبني مستشفي متخصصه لعلاج الفيروس الجديد والانتهاء في 10 تيام انت متخيل احنا عندنا رايس بقاله سنين ومبناش مستشفي واحده توحد ربنا   هنكمل_ثورتنا
0,يعني اتفاق الصين كم جه حكوميه طلبت رشاوي الله اعلم
0,الدول تعتمد علي الكم لا الكيف  لديهم ملايين الصناعات وباسعار رخيصه  حتي الصين مع اقوي اقتصاد الا ان دخل الفرد ضعيف والاسعار لديهم رخيصه  لان الاهم لديهم الكم  المشكله الاخري ان تجعل الدوله اقرب للمصنع لا للوطن  ولا يوجد تفاوت علمي او طبقي او فكري
1,اوكي لكن بجينا الكورونا وبنموت عادي عندش
0,ما يفهم ما يفهم يريد الفتنه فقط  الصين بعضهم فيهم ياكل كل شي حتي الكلاب اكلاتهم محرمه وحتي الديدان والخفافيش  ماعندهم دين ولا مله ما يخافون الله ماعندهم انسانيه حوادث دهس عندهم في الشارع عادي  نظام غذاءي سيء غير وياما جات عندهم سحابه سوداء سوء المناخ توقع كل شي يصيبهم
0,الصين تعلن عن وفاه مرتبطه بتفشي التهاب رءوي غامض  الصين  الصحه  التهاب_رءوي  وفاه
0,الاحتمال الارجح    تقدم الصين بالوضع الاقتصادي واكتساحها العالمي ونموها   يجعل الاخرين ادرك خطوره الهيمنه الصينه للعالم مما تلجاء مثل الحررروب  اعمال صهيونيه 100
0,لماذا الامتعاض فعلا لان كل الدول كان ضد الاتفاقيه العراقيه الصينيه اتفاقيات مع الصين واول الدول المعترضه    وكذلك    ودول اخري لماذا    عليه الهجمه حتي داخل البلد كان مستفيد الك الله عراق
0,لكن خلال المءه سنه الاولي اعقبت بناء السور تعرضت الصين مرات للغزو وفي كل مره لم تكن الجحافل البربريه في حاجه اختراق السور او تسلقه  بل كانوا يقومون برشوه حارسا في كل مره ويدخلون عبر الباب فقد انشغل الصينيون القدامي بالاعتماد علي اسوار الحجاره
0,فک کنم یه بیماری خاص كرفتم پوست الت تناسلی مو وسط دوتا ناخن می ذارم فشااااار میدم زخم میشه  خون میاد  ولی اصلا دردم نمیكیره  خدا کنه کورونا نباشه
